;esco code;esco name;kzis code;kzis name
1885;3152.3;pilot morski;315204;Kapitan portu morskiego
1886;3214.1;technik audiolog;321401;Protetyk słuchu
1887;3344.1;asystent chiropraktyka;323004;Chiropraktyk
1888;3255.4;asystent / asystentka fizjoterapii;325401;Technik fizjoterapii
1889;3323.1;agent ds. zakupów - kostiumy;332301;Agent do spraw zakupów
1890;3331.2;spedytor;333107;Technik logistyk
1891;3332.1;asystent organizatora imprez zbiorowych;333204;Organizator usług konferencyjnych
1892;3334.3;pośrednik w obrocie nieruchomościami;333404;Doradca do spraw rynku nieruchomości
1893;3339.1;sprzedawca reklam;333906;Technik organizacji reklamy
1894;5413.2;strażnik więzienny;335601;Funkcjonariusz służby ochrony
1895;2422.7;funkcjonariusz wywiadu;335701;Funkcjonariusz służb specjalnych
1896;3359.5.1;inspektor frachtu morskiego;335905;Inspektor kontroli handlu i usług
1897;3432.1.1;dekorator wnętrz;343203;Florysta
1898;4411.1;pomocnik biblioteczny;343304;Doradca do spraw zasobów bibliotecznych
1899;3423.1;instruktor kulturalno-oświatowy;343901;Animator kultury
1900;3435.22;kaskader;343906;Kaskader filmowy – koordynator
1901;3512.4;technik technologii informacyjno-telekomunikacyjnych;351103;Technik teleinformatyk
1902;3512.1;pracownik działu pomocy technicznej w zakresie technologii informacyjno-telekomunikacyjnych;351203;Technik informatyk
1903;3111.1;laborant chemiczny;211303;Agrochemik
1904;2133.7;sozolog;213301;Audytor środowiskowy
1905;4110.1.1;asystent inżyniera;214101;Inżynier normowania pracy
1906;2149.8;inżynier bezpieczeństwa i higieny pracy;214108;Specjalista do spraw audytu zabezpieczenia
1907;3119.15;technik kontroli jakości;214109;Specjalista kontroli jakości
1908;3119.15;technik kontroli jakości;214107;Normalizator
1909;2141.1;technolog odzieży;214111;Główny technolog
1910;3112.1.1;inspektor budowy mostów;214208;Inżynier budowy mostów
1911;2145.1.5;inżynier gazownictwa - dystrybucja gazu;214301;Inżynier inżynierii środowiska – gazowe urządzenia, instalacje i sieci energetyczne
1912;2142.1.10;inżynier inżynierii środowiska - systemy kanalizacyjne;214306;Inżynier inżynierii środowiska – systemy wodociągowe i kanalizacyjne
1913;2144.1.17;inżynier mechanik - mechanika precyzyjna;214402;Inżynier mechanik – maszyny i urządzenia do obróbki metali
1914;2144.1.19;inżynier ds. maszyn wirujących;214403;Inżynier mechanik – maszyny i urządzenia energetyczne
1915;2144.1.17;inżynier mechanik - mechanika precyzyjna;214407;Inżynier mechanik – technologia mechaniczna
1916;2141.3.2.2;inżynier produkcji żywności;214503;Inżynier technologii żywności
1917;7421.2;technik awionik;214904;Inżynier awionik
1918;3122.4.16;mistrz produkcji w drukarni;214909;Inżynier poligrafii
1919;3119.13;technik inżynierii procesu;214929;Inżynier procesu malowania
1920;1349.1;specjalista ds. bezpieczeństwa w części lotniczej lotniska;214911;Inżynier systemów zabezpieczeń technicznych osób i mienia
1921;3123.1.4;brygadzista betoniarz;214912;Inżynier technologii betonów
1922;7223.4;operator obrabiarki sterowanej numerycznie;214931;Technolog – programista obrabiarek
1923;7413.1.2;monter napowietrznych linii elektroenergetycznych;215102;Inżynier elektroenergetyk kolejowych sieci i podstacji trakcyjnych
1924;3112.9;technik geodeta;216503;Inżynier geodeta – geodezja inżynieryjno-przemysłowa
1925;3112.9;technik geodeta;216504;Inżynier geodeta – geodezja urządzania terenów rolnych i leśnych
1926;5321.1.1;asystent pielęgniarski / asystentka pielęgniarska;222101;Pielęgniarka
1927;3258.2;ratownik medyczny;224001;Specjalista do spraw ratownictwa medycznego
1928;3240.2.3;technik dentystyczny dla koni;225203;Lekarz weterynarii – specjalista chorób koni
1929;3212.1;technik analityki medycznej;227101;Diagnosta laboratoryjny
1930;3141.2;technik analityki laboratoryjnej;227201;Diagnosta laboratoryjny – specjalista cytomorfologii medycznej
1931;3141.2;technik analityki laboratoryjnej;227202;Diagnosta laboratoryjny – specjalista epidemiologii
1932;3141.2;technik analityki laboratoryjnej;227203;Diagnosta laboratoryjny – specjalista laboratoryjnej diagnostyki medycznej
1933;3141.2;technik analityki laboratoryjnej;227205;Diagnosta laboratoryjny – specjalista laboratoryjnej genetyki medycznej
1934;3141.2;technik analityki laboratoryjnej;227204;Diagnosta laboratoryjny – specjalista laboratoryjnej genetyki sądowej
1935;3141.2;technik analityki laboratoryjnej;227206;Diagnosta laboratoryjny – specjalista laboratoryjnej hematologii medycznej
1936;3141.2;technik analityki laboratoryjnej;227207;Diagnosta laboratoryjny – specjalista laboratoryjnej immunologii medycznej
1937;3141.2;technik analityki laboratoryjnej;227208;Diagnosta laboratoryjny – specjalista laboratoryjnej parazytologii medycznej
1938;3141.2;technik analityki laboratoryjnej;227209;Diagnosta laboratoryjny – specjalista laboratoryjnej toksykologii medycznej
1939;3141.2;technik analityki laboratoryjnej;227214;Diagnosta laboratoryjny – specjalista laboratoryjnej toksykologii sądowej
1940;3141.2;technik analityki laboratoryjnej;227210;Diagnosta laboratoryjny – specjalista laboratoryjnej transfuzjologii medycznej
1941;3141.2;technik analityki laboratoryjnej;227211;Diagnosta laboratoryjny – specjalista mikrobiologii medycznej
1942;3141.2;technik analityki laboratoryjnej;227212;Diagnosta laboratoryjny – specjalista zdrowia publicznego
1943;3141.2;technik analityki laboratoryjnej;227213;Diagnosta laboratoryjny – specjalista zdrowia środowiskowego
1944;2262.1;farmaceuta;228201;Farmaceuta – specjalista analityki farmaceutycznej
1945;2262.1;farmaceuta;228202;Farmaceuta – specjalista bromatologii
1946;2262.1;farmaceuta;228203;Farmaceuta – specjalista farmacji aptecznej
1947;2262.1;farmaceuta;228204;Farmaceuta – specjalista farmacji klinicznej
1948;2262.1;farmaceuta;228207;Farmaceuta – specjalista farmakologii
1949;2262.1;farmaceuta;228208;Farmaceuta – specjalista leku roślinnego
1950;2262.1;farmaceuta;228209;Farmaceuta – specjalista mikrobiologii i biotechnologii farmaceutycznej
1951;2262.1;farmaceuta;228210;Farmaceuta – specjalista toksykologii
1952;2262.1;farmaceuta;228211;Farmaceuta – specjalista zdrowia publicznego
1953;2262.1;farmaceuta;228212;Farmaceuta – specjalista zdrowia środowiskowego
1954;2266.2;logopeda;229404;Surdologopeda
1955;3214.1;technik audiolog;229401;Audiofonolog
1956;2266.2;logopeda;229403;Neurologopeda
1957;3214.2;technik dentystyczny;229914;Specjalista do spraw techniki dentystycznej
1958;2635.1.2;doradca osób uzależnionych od alkoholu lub narkotyków;229906;Specjalista psychoterapii uzależnień
1959;2635.1.2;doradca osób uzależnionych od alkoholu lub narkotyków;229907;Specjalista terapii uzależnień
1960;3259.2;asystent – psycholog kliniczny;229910;Psychotraumatolog
1961;2310.1.40;wykładowca naukowy w dziedzinie literaturoznawstwa;231006;Nauczyciel akademicki – nauki humanistyczne
1962;2320.1.1;nauczyciel kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa/nauczycielka kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa;231013;Nauczyciel akademicki – nauki rolnicze
1963;2320.1.1;nauczyciel kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa/nauczycielka kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa;231010;Nauczyciel akademicki – nauki o kulturze fizycznej
1964;2354.1;nauczyciel muzyki/nauczycielka muzyki;231019;Nauczyciel akademicki – sztuki muzyczne
1965;2320.1.9;nauczyciel akademicki wzornictwa i sztuki użytkowej;231020;Nauczyciel akademicki – sztuki plastyczne
1966;2355.3;nauczyciel technik teatralnych/nauczycielka technik teatralnych;231021;Nauczyciel akademicki – sztuki teatralne
1967;2320.1.18;nauczyciel kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej/nauczycielka kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej;232004;Nauczyciel przedmiotów zawodowych medycznych
1968;2320.1.11;nauczyciel kształcenia zawodowego w zakresie elektroniki i automatyki/nauczycielka kształcenia zawodowego w zakresie elektroniki i automatyki;232006;Nauczyciel przedmiotów zawodowych technicznych
1969;2320.1.15;nauczyciel kształcenia zawodowego w zakresie hotelarstwa/nauczycielka kształcenia zawodowego w zakresie hotelarstwa;232007;Nauczyciel przedmiotów zawodowych turystycznych
1970;2330.1.10;nauczyciel literatury w szkole ponadpodstawowej/nauczycielka literatury w szkole ponadpodstawowej;233012;Nauczyciel języka polskiego
1971;2359.7;nauczyciel osób dorosłych/nauczycielka osób dorosłych;235101;Andragog
1972;2359.6;doradca edukacyjny;235106;Nauczyciel instruktor
1973;2359.6;doradca edukacyjny;235104;Metodyk technologii informacyjnych i komunikacyjnych
1974;2352.1.3;nauczyciel wsparcia dzieci w uczeniu się/nauczycielka wsparcia dzieci w uczeniu się;235202;Nauczyciel niedostosowanych społecznie (pedagog resocjalizacji,socjoterapeuta)
1975;2352.1.3;nauczyciel wsparcia dzieci w uczeniu się/nauczycielka wsparcia dzieci w uczeniu się;235201;Nauczyciel niesłyszących i słabosłyszących (surdopedagog)
1976;2352.1.3;nauczyciel wsparcia dzieci w uczeniu się/nauczycielka wsparcia dzieci w uczeniu się;235203;Nauczyciel niewidomych i słabowidzących (tyflopedagog)
1977;2352.1.3;nauczyciel wsparcia dzieci w uczeniu się/nauczycielka wsparcia dzieci w uczeniu się;235204;Nauczyciel przewlekle chorych i niepełnosprawnych ruchowo
1978;2352.1.3;nauczyciel wsparcia dzieci w uczeniu się/nauczycielka wsparcia dzieci w uczeniu się;235205;Nauczyciel upośledzonych umysłowo (oligofrenopedagog)
1979;2356.1;instruktor obsługi technologii informacyjno-telekomunikacyjnych;235601;Nauczyciel technologii informatycznych w placówkach pozaszkolnych
1980;2359.4;projektant systemów nauczania przez internet;235901;Dydaktyk multimedialny
1981;1345.1.3;koordynator programu oświatowego;235913;Specjalista do spraw zarządzania w oświacie
1982;4411.1;pomocnik biblioteczny;235904;Nauczyciel bibliotekarz
1983;2352.1.4;nauczyciel dzieci ze specjalnymi potrzebami edukacyjnymi w warunkach pozaszkolnych/nauczycielka dzieci ze specjalnymi potrzebami edukacyjnymi w warunkach pozaszkolnych;235910;Nauczyciel w placówkach pozaszkolnych
1984;2635.3.10;pedagog szkolny;235921;Pedagog
1985;2411.1;księgowy/księgowa;241101;Biegły rewident
1986;3311.3.5;trader giełdowy;241301;Analityk giełdowy
1987;2421.3;specjalista ds. inteligentnej analizy danych;242107;Specjalista do spraw konsultingu
1988;3311.2.5;makler giełdowy;242103;Makler nadzorujący
1989;3352.1;urzędnik podatkowy;242209;Inspektor kontroli skarbowej
1990;2411.1.7;audytor finansowy;242204;Audytor/Kontroler
1991;2133.4;inspektor ochrony środowiska;242215;Kontroler państwowy
1992;2424.2;trener wewnętrzny;242403;Specjalista do spraw szkoleń
1993;2431.10.4;specjalista ds. marketingu internetowego;243109;Specjalista sprzedaży internetowej
1994;2434.3;inżynier przedsprzedaży technologii informacyjno-telekomunikacyjnych;243401;Inżynier sprzedaży technologii i usług teleinformatycznych
1995;2434.3;inżynier przedsprzedaży technologii informacyjno-telekomunikacyjnych;243402;Specjalista sprzedaży technologii i usług informatycznych
1996;3334.3;pośrednik w obrocie nieruchomościami;244101;Pośrednik w obrocie nieruchomościami
1997;2511.15;konsultant ds. integracji systemów technologii informacyjno-telekomunikacyjnych;251102;Konsultant do spraw systemów teleinformatycznych
1998;2512.1;analityk oprogramowania;251201;Specjalista do spraw doskonalenia i rozwoju aplikacji
1999;2514.2.1;twórca oprogramowania systemów wbudowanych;251202;Specjalista do spraw rozwoju oprogramowania systemów informatycznych
2000;2513.2;specjalista ds. optymalizacji aparatu wyszukiwania;251303;Specjalista do spraw rozwoju stron internetowych
2001;2513.2;specjalista ds. optymalizacji aparatu wyszukiwania;251301;Architekt stron internetowych
2002;2513.3;projektant interfejsu użytkownika;251302;Projektant aplikacji multimedialnych, animacji i gier komputerowych
2003;2514.3;programista przemysłowych aplikacji mobilnych;251401;Programista aplikacji
2004;2514.3;programista przemysłowych aplikacji mobilnych;251402;Programista aplikacji mobilnych
2005;2131.3;bioinformatyk;251902;Specjalista zastosowań informatyki
2006;2522.1.2;specjalista ds. konfiguracji systemów;252201;Administrator systemów komputerowych
2007;2522.1;administrator systemów informacyjno-telekomunikacyjnych;252202;Administrator zintegrowanych systemów zarządzania
2008;2529.5;administrator bezpieczeństwa systemów informacyjno-telekomunikacyjnych;252901;Specjalista bezpieczeństwa oprogramowania
2009;2529.5;administrator bezpieczeństwa systemów informacyjno-telekomunikacyjnych;252902;Specjalista bezpieczeństwa systemów teleinformatycznych
2010;2529.5;administrator bezpieczeństwa systemów informacyjno-telekomunikacyjnych;252903;Specjalista do spraw systemów zarządzania bezpieczeństwem informacji
2011;3339.4;doradca ds. ochrony własności intelektualnej;261910;Specjalista do spraw ochrony własności intelektualnej
2012;3411.7;asystent prawny;261901;Asystent prawny
2013;2619.6;redaktor legislacyjny;261906;Legislator
2014;3411.6;komornik;261904;Komornik sądowy
2015;2622.2;bibliotekarz;262203;Bibliotekoznawca
2016;2513.4;administrator treści stron internetowych;262205;Menedżer zawartości serwisów internetowych
2017;2310.1.9;wykładowca akademicki języków klasycznych;264301;Filolog klasyczny
2018;2310.1.26;wykładowca akademicki języków nowożytnych;264303;Filolog polski
2019;3435.1;asystent reżysera teatralnego;265408;Reżyser teatralny
2020;2656.2;prezenter wiadomości / prezenterka wiadomości;265605;Prezenter telewizyjny
2021;1111.2;minister;111102;Polityk (minister, sekretarz / podsekretarz stanu)
2022;1111.3;burmistrz;111103;Przedstawiciel władzy samorządowej (marszałek, starosta, radny)
2023;1120.4;dyrektor operacyjny;112001;Dyrektor do spraw administracyjnych
2024;1120.4;dyrektor operacyjny;112002;Dyrektor do spraw badawczo-rozwojowych
2025;1120.4;dyrektor operacyjny;112003;Dyrektor do spraw energetyki
2026;1120.4;dyrektor operacyjny;112004;Dyrektor do spraw informatyki / informacji
2027;1120.4;dyrektor operacyjny;112005;Dyrektor do spraw personalnych
2028;1120.4;dyrektor operacyjny;112020;Dyrektor do spraw wdrożeń i rozwoju technologii
2029;1120.4;dyrektor operacyjny;112006;Dyrektor finansowy
2030;1120.4;dyrektor operacyjny;112008;Dyrektor handlowy
2031;1120.4;dyrektor operacyjny;112009;Dyrektor logistyki
2032;1120.4;dyrektor operacyjny;112010;Dyrektor marketingu
2033;1120.4;dyrektor operacyjny;112012;Dyrektor produkcji
2034;1120.4;dyrektor operacyjny;112013;Dyrektor rozwoju biznesu
2035;1120.4;dyrektor operacyjny;112014;Dyrektor sprzedaży
2036;1120.4;dyrektor operacyjny;112015;Dyrektor techniczny
2037;2423.3;specjalista ds. kadr;121201;Kierownik działu kadr i płac
2038;1212.1;kierownik działu zarządzania zasobami ludzkimi;121204;Kierownik przedsiębiorstwa świadczącego usługi z zakresu zarządzania zasobami ludzkimi
2039;4110.1;technik prac biurowych;121901;Kierownik działu administracyjno-gospodarczego
2040;1219.1;kierownik ds. obsługi biznesu;121902;Kierownik przedsiębiorstwa świadczącego usługi z zakresu obsługi biznesu
2041;2433.4;inżynier sprzedaży;122106;Regionalny kierownik sprzedaży
2042;1221.3.2;kierownik ds. marketingu;122103;Kierownik przedsiębiorstwa świadczącego usługi z zakresu marketingu i sprzedaży
2043;6223.1;rybak rybołówstwa dalekomorskiego;131202;Kierownik przedsiębiorstwa w rybołówstwie
2044;1219.5.5;kierownik zakładu produkcji drzewnej;132104;Kierownik małego przedsiębiorstwa w przemyśle przetwórczym
2045;5411.1.3;ratownik górniczy;132202;Kierownik jednostki ratownictwa górniczego
2046;1324.7;kierownik stacji kolejowej;132407;Zawiadowca stacji
2047;2141.6;specjalista ds. logistyki;132401;Kierownik działu logistyki
2048;1324.3.1.5;kierownik działu transportu drogowego;132402;Kierownik działu transportu
2049;3331.3;koordynator spedycji międzynarodowej;132405;Kierownik przedsiębiorstwa spedycyjnego
2050;1324.3.3;kierownik ds. transportu intermodalnego;132406;Kierownik przedsiębiorstwa transportowego
2051;1330.9;kierownik działu telekomunikacji;133004;Kierownik przedsiębiorstwa telekomunikacyjnego
2052;1330.5;kierownik ds. eksploatacji technologii informacyjno-telekomunikacyjnych;133005;Kierownik rozwoju technologii informatycznych
2053;1330.4;kierownik ds. dokumentacji technologii informacyjno-telekomunikacyjnych;133006;Kierownik rozwoju technologii telekomunikacyjnych
2054;1342.1;kierownik ds. informatyki medycznej;134202;Kierownik komórki organizacyjnej podmiotu leczniczego
2055;5321.1.1;asystent pielęgniarski / asystentka pielęgniarska;134205;Pielęgniarka oddziałowa
2056;2222.1;położny/położna;134206;Położna oddziałowa
2057;2412.5;doradca inwestycyjny;134601;Kierownik agencji doradztwa finansowego
2058;1344.1.2;kierownik ośrodka dla młodzieży;134902;Dyrektor zakładu dla nieletnich
2059;1431.1.2;kierownik produkcji widowisk;134906;Kierownik agencji filmowej / telewizyjnej
2060;1219.1.2;kierownik ds. ochrony;134903;Kierownik agencji ochrony mienia i osób
2061;2411.1.2;kierownik działu audytu;134904;Kierownik firmy audytorskiej
2062;5412.1;policjant;134914;Kierownik rewiru / posterunku policji
2063;5419.2;strażnik miejski;134912;Komendant straży gminnej / miejskiej
2064;1411.2;kierownik działu obsługi pokoi;141103;Kierownik hotelu
2065;5131.1;gospodarz restauracji / gospodyni restauracji;141201;Kierownik działu w lokalu gastronomicznym
2066;3322.1;przedstawiciel handlowy;142001;Kierownik działu w handlu detalicznym
2067;3322.1;przedstawiciel handlowy;142003;Kierownik hurtowni
2068;1349.4;kierownik artystyczny;143118;Dyrektor filharmonii/opery/operetki/orkiestry
2069;1349.4;kierownik artystyczny;143116;Dyrektor teatru
2070;1349.4;kierownik artystyczny;143119;Dyrektor zespołu pieśni i tańca
2071;1349.4;kierownik artystyczny;143117;Kierownik szkoły tańca
2072;1349.22;administrator ds. sportu;143110;Kierownik klubu sportowego
2073;3423.2;instruktor fitness;143109;Kierownik klubu fitness
2074;3423.2;instruktor fitness;143114;Kierownik siłowni
2075;2659.2.1;aktor cyrkowy / aktorka cyrkowa;143112;Kierownik parku rozrywki / cyrku
2076;5164.2.1.2;trener koni/trenerka koni;143115;Kierownik szkółki jeździeckiej
2077;5165.1;instruktor nauki jazdy;143911;Kierownik / właściciel szkoły jazdy
2078;1349.21;kierownik ds. serwisu;143909;Kierownik / właściciel zakładu usługowego
2079;1349.15;dyrektor agencji tłumaczeń ustnych;143902;Kierownik biura tłumaczeń
2080;1420.5;dyrektor supermarketu;143903;Kierownik centrum handlowego
2081;4214.2;windykator składek;143906;Kierownik do spraw windykacji
2082;5151.2;przełożony serwisu sprzątającego / przełożona serwisu sprzątającego;143907;Kierownik firmy sprzątającej
2083;2250.5;weterynarz specjalista;225201;Lekarz weterynarii – specjalista chirurgii weterynaryjnej
2084;2250.5;weterynarz specjalista;225204;Lekarz weterynarii – specjalista chorób owadów użytkowych
2085;2250.5;weterynarz specjalista;225205;Lekarz weterynarii – specjalista chorób przeżuwaczy
2086;2250.5;weterynarz specjalista;225206;Lekarz weterynarii – specjalista chorób psów i kotów
2087;2250.5;weterynarz specjalista;225207;Lekarz weterynarii – specjalista chorób ryb
2088;2250.5;weterynarz specjalista;225208;Lekarz weterynarii – specjalista chorób trzody chlewnej
2089;2250.5;weterynarz specjalista;225209;Lekarz weterynarii – specjalista chorób zwierząt futerkowych
2090;2250.5;weterynarz specjalista;225210;Lekarz weterynarii – specjalista chorób zwierząt nieudomowionych
2091;2250.5;weterynarz specjalista;225211;Lekarz weterynarii – specjalista epizootiologii i administracji weterynaryjnej
2092;2250.5;weterynarz specjalista;225212;Lekarz weterynarii – specjalista higieny zwierząt rzeźnych i żywności pochodzenia zwierzęcego
2093;2250.5;weterynarz specjalista;225213;Lekarz weterynarii – specjalista prewencji weterynaryjnej i higieny pasz
2094;2250.5;weterynarz specjalista;225214;Lekarz weterynarii – specjalista radiologii weterynaryjnej
2095;2250.5;weterynarz specjalista;225216;Lekarz weterynarii – specjalista użytkowania i patologii zwierząt laboratoryjnych
2096;2250.5;weterynarz specjalista;225217;Lekarz weterynarii – specjalista weterynaryjnej diagnostyki laboratoryjnej
2097;9122.1;sprzątacz pojazdów/sprzątaczka pojazdów;912201;Czyściciel pojazdów
2098;9122.1;sprzątacz pojazdów/sprzątaczka pojazdów;912202;Operator myjni
2099;9214.1;pomocniczy robotnik w ogrodnictwie;921402;Pomocniczy robotnik szklarniowy
2100;9215.1;robotnik leśny;921501;Pomocniczy robotnik leśny
2101;9332.1;prowadzący pojazdy ciągnięte przez zwierzęta;933201;Dorożkarz
2102;9332.1;prowadzący pojazdy ciągnięte przez zwierzęta;933202;Wozak
2103;9412.1;asystent kuchenny;941202;Zmywacz naczyń
2104;9611.1;pracownik zbiórki odpadów;961102;Ładowacz nieczystości stałych
2105;9612.1;pracownik recyklingu;961202;Sortowacz odpadów komunalnych
2106;5329.1;sanitariusz szpitalny;962107;Noszowy
2107;8111.4;operator ciężkiego sprzętu górniczego;811108;Operator maszyn urabiających i ładujących
2108;8114.3;operator maszyn do produkcji prefabrykatów betonowych;811402;Krajacz materiałów budowlanych
2109;8114.3;operator maszyn do produkcji prefabrykatów betonowych;811405;Operator urządzeń do produkcji elementów z betonu komórkowego
2110;8121.1;operator maszyn odlewniczych;812108;Operator maszyny rozlewniczej
2111;8121.1;operator maszyn odlewniczych;812110;Operator urządzeń do ciągłego odlewania stali
2112;8121.1;operator maszyn odlewniczych;812112;Operator urządzeń próżniowego odgazowania stali
2113;8121.1;operator maszyn odlewniczych;812113;Operator urządzeń przygotowania wsadu
2114;8131.8;kontroler procesów przeróbki ropy naftowej;813116;Operator urządzeń do produkcji mas bitumicznych
2115;8132.2;technik fotograf;813201;Operator minilabu fotograficznego
2116;7534.3;tapicer;815902;Operator maszyn tapicerskich
2117;8160.47;operator urządzeń do przetwórstwa mięsa;816026;Operator urządzeń do przetwórstwa drobiu
2118;8160.34;operator produkcji żywności;816024;Operator urządzeń linii aseptycznego rozlewu w opakowania kartonowe
2119;8171.6;operator pras do formowania wyrobów z masy papierniczej;817106;Operator pergaminiarki
2120;8181.9;maszynowy szlifierz-polerowacz szkła;818104;Operator urządzeń do chemicznego polerowania szkła
2121;8181.9;maszynowy szlifierz-polerowacz szkła;818111;Operator urządzeń do matowania wyrobów szklanych
2122;8182.1;maszynista kotła;818203;Maszynista urządzeń odpopielania i odżużlania
2123;8183.1;operator linii puszkowania i butelkowania;818302;Operator urządzeń do mycia, napełniania i zamykania butelek
2124;8211.2;monter maszyn i urządzeń przemysłowych;821102;Monter aparatury i urządzeń chemicznych
2125;7412.5;elektromechanik sprzętu gospodarstwa domowego;821111;Monter sprzętu gospodarstwa domowego
2126;7233.4;technik urządzeń hydraulicznych i pneumatycznych;821113;Monter układów hydraulicznych i pneumatycznych
2127;8212.2;monter sprzętu elektrycznego;821202;Monter elektrycznego sprzętu gospodarstwa domowego
2128;8311.1;maszynista;831101;Kierowca drezyny i wózka motorowego
2129;8311.1;maszynista;831102;Kierowca lokomotywy spalinowej
2130;8311.1;maszynista;831103;Maszynista pociągu metra
2131;8311.1;maszynista;831105;Maszynista pomocniczych pojazdów kolejowych metra
2132;8311.1;maszynista;831106;Prowadzący maszyny do kolejowych robót budowlanych
2133;8341.1;operator maszyn leśnych;834104;Operator ciągników zrywkowych do zrywki podwieszanej
2134;8341.1;operator maszyn leśnych;834108;Operator nasiębiernych ciągników zrywkowych
2135;8341.1;operator maszyn leśnych;834109;Operator urządzeń technicznych stosowanych w leśnictwie
2136;7233.1;mechanik maszyn ciężkich;834201;Mechanik maszyn i urządzeń drogowych
2137;3112.1.13;technik inżynierii wodnej;834312;Operator śluzy, jazu, zapory i pompowni
2138;2621.4;konserwator dzieł sztuki;711103;Renowator zabytków architektury
2139;7214.3;murarz-zbrojarz;711404;Zbrojarz
2140;7115.1;cieśla;711502;Cieśla szalunkowy
2141;2142.1.11;inżynier budownictwa wodnego;711701;Monter budownictwa wodnego
2142;7124.1;monter izolacji budowlanych;712404;Termoizoler
2143;7125.1;szklarz;712506;Monter szkła budowlanego
2144;7126.6;specjalista ds. obsługi systemów nawadniania i odwadniania;712609;Monter sieci deszczownianych
2145;3115.1.5;technik systemów grzewczych, wentylacyjnych, klimatyzacji i chłodzenia;712702;Mechanik urządzeń klimatyzacyjnych
2146;7127.1;specjalista obsługi systemów grzewczych, wentylacyjnych, klimatyzacji i chłodzenia;712703;Monter / konserwator instalacji wentylacyjnych i klimatyzacyjnych
2147;7111.1;robotnik budowlany;713304;Robotnik osuszania i odgrzybiania budowli
2148;8211.1;monter lotniczy;721304;Blacharz lotniczy
2149;7222.3;ślusarz;722201;Eguterzysta
2150;7222.3;ślusarz;722202;Płatnerz
2151;7313.1;jubiler;731301;Bursztyniarz
2152;7314.1;cegielnik;731410;Operator automatów ceglarskich i wapienno-piaskarskich
2153;7318.6;tkacz;731801;Arkadownik
2154;7318.4;dziewiarz;731803;Koronkarka
2155;8151.3;technik ds. procesu przędzenia;731806;Przygotowywacz włókna
2156;7321.1;pracownik poligraficzny – formatowanie/przygotowanie materiałów do druku;732113;Trawiacz poligraficzny
2157;7321.1;pracownik poligraficzny – formatowanie/przygotowanie materiałów do druku;732111;Rysownik litograficzny
2158;7321.1;pracownik poligraficzny – formatowanie/przygotowanie materiałów do druku;732102;Fotograf w drukarni filmowej
2159;7316.3;specjalista grawerowania w metalu;732104;Grawer poligraficzny
2160;7321.1.6;operator DTP;732105;Komputerowy składacz tekstu
2161;7321.1;pracownik poligraficzny – formatowanie/przygotowanie materiałów do druku;732110;Operator skanera poligraficznego
2162;7413.1;monter linii elektrycznych;741303;Elektromonter napowietrznych linii wysokich i najwyższych napięć
2163;7413.1;monter linii elektrycznych;741305;Elektromonter sieci trakcyjnej
2164;7512.3;cukiernik;751202;Dekorator wyrobów cukierniczych
2165;7512.3;cukiernik;751203;Karmelarz
2166;7513.1;robotnik w produkcji wyrobów mleczarskich;751302;Serowar
2167;7513.1;robotnik w produkcji wyrobów mleczarskich;751301;Maślarz
2168;7515.3;klasyfikator żywności;751501;Grzyboznawca
2169;7515.3;klasyfikator żywności;751502;Klasyfikator dziczyzny i ptactwa
2170;7515.3;klasyfikator żywności;751503;Klasyfikator grzybów
2171;7543.8.2;klasyfikator drewna;752102;Manipulant drewna okrągłego
2172;7531.5;krawiec odzieży męskiej / krawcowa odzieży męskiej;753101;Bieliźniarz
2173;8155.1.3;garbarz;753502;Garbarz skór bez włosa
2174;4323.20;koordynator ruchu statków;754901;Monter znaków nawigacyjnych
2175;6130.2;rolnik produkcji roślinnej i zwierzęcej;611102;Rolnik łąkarz
2176;3142.1;technik rolnik;611103;Rolnik producent kwalifikowanych nasion rolniczych
2177;6113.6;ogrodnik/ogrodniczka;611312;Pielęgniarz trawników / murawy (greenkeeper)
2178;6113.4;pracownik gospodarstwa ogrodniczego;611311;Producent i zbieracz ziół
2179;6121.6;pasterz;612101;Dojarz
2180;6130.2;rolnik produkcji roślinnej i zwierzęcej;613001;Baca
2181;5163.3;pracownik zakładu pogrzebowego;516304;Żałobnik
2182;5222.1;kierownik w sklepie;522202;Kierownik stoiska w markecie
2183;5230.1;kasjer/kasjerka;523002;Kasjer handlowy
2184;5244.1;sprzedawca w centrum sprzedaży telefonicznej;524403;Sprzedawca na telefon
2185;5419.4;strażnik ruchu drogowego;531102;Opiekun dzieci na przejściach dla pieszych
2186;5414.1.1;pracownik służby ochrony lotniska;541316;Operator kontroli bezpieczeństwa
2187;4110.1;technik prac biurowych;411002;Pracownik do spraw ewidencji ludności
2188;4110.1;technik prac biurowych;411003;Pracownik kancelaryjny
2189;4132.1;specjalista ds. wprowadzania danych;413201;Operator wprowadzania danych
2190;3314.2;asystent / asystentka ds. statystyki;431201;Pracownik do spraw statystyki
2191;2164.2;planista transportu;311206;Technik drogownictwa
